file_name,sentence_id,datadate,sentence
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,141,"May 01, 2025",This included $3.8 billion in dividends and equivalents and $25 billion through open-market repurchases of 108 million Apple shares.
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,142,"May 01, 2025","Given the continued confidence we have in our business now and into the future, today, our Board authorized an additional $100 billion for share repurchases as we maintain our goal of getting to net cash neutral."
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,149,"May 01, 2025","We expect gross margin to be between 45.5% and 46.5%, which includes the estimated impact of the $900 million of tariff-related costs that Tim referred to earlier."
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,151,"May 01, 2025","We expect OI&E to be around negative $300 million, excluding any potential impact from the mark-to-market of minority investments and our tax rate to be around 16%."
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,153,"May 01, 2025","--------------------------------------------------------------------------------
Suhasini Chandramouli, Apple Inc - Director of Investor Relations    [4]
--------------------------------------------------------------------------------
We ask that you limit yourself to two questions."
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,170,"May 01, 2025","And so if you -- for the June quarter, as I talked about in my opening comments, we estimate the impact, assuming that the current global tariff, rates, policies, and applications don't change for the balance of the quarter, to be $900 million to our costs."
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,185,"May 01, 2025","--------------------------------------------------------------------------------
Ben Reitzes, Melius Research - Analyst    [7]
--------------------------------------------------------------------------------
Tim, if you had told me that on April 2 that your hit from tariffs was only a $0.05-ish a quarter at $900 million, that would have been a pretty good outcome, given the panic that ensued."
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,244,"May 01, 2025","Tim, I think when you talked about the $900 million impact to your cost of goods sold, you sort of had a statement that there are certain unique factors that benefit you in the June quarter related to that number."
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,296,"May 01, 2025",You quantified a $900 million hit from tariffs.
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,325,"May 01, 2025","When you look -- you look at velocity at the stores or trade down within the sort of iPhone portfolio mix, what are you seeing in terms of how the consumer is reacting to the macro at this point?"
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,334,"May 01, 2025","Tim, thanks for that information on the $500 billion US investment."
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,336,"May 01, 2025",How much is CapEx versus R&D?
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,339,"May 01, 2025",Any kind of color you can give on that $500 billion investment would be helpful.
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,342,"May 01, 2025","We're not giving out the exact split, but as we expand facilities in the different states from Michigan to Texas to California and Arizona and Nevada and Iowa and Oregon and North Carolina and Washington, there will be CapEx involved in that and OpEx involved in it."
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,344,"May 01, 2025","We do our manufacturing through a partner, but we'll be putting a fair amount in cost of goods sold to do that and some OpEx as well, and I'm sure some CapEx as well."
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,362,"May 01, 2025",Or is it a matter of R&D spending?
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,373,"May 01, 2025","--------------------------------------------------------------------------------
Kevan Parekh, Apple Inc - Senior Vice President, Chief Financial Officer    [46]
--------------------------------------------------------------------------------
And Richard, I'll just add that on your question about investment that we don't underinvest in our business."
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,374,"May 01, 2025",We make significant investments in R&D.
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,376,"May 01, 2025",We're continuing to grow our R&D investment.
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,390,"May 01, 2025","--------------------------------------------------------------------------------
Suhasini Chandramouli, Apple Inc - Director of Investor Relations    [50]
--------------------------------------------------------------------------------
Operator, we will take our last question, please."
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,395,"May 01, 2025","And kind of dovetailed with that is that how do you think about your data center footprint when we look at Apple spending, call it, $3 billion a quarter relative to some of these other companies spending multiples of that."
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,399,"May 01, 2025","And as I've mentioned in the $500 billion, there's a number of states that we're expanding in."
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,402,"May 01, 2025","We invest in the business first, as Kevan talked about, is our most important thing to do."
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,411,"May 01, 2025","--------------------------------------------------------------------------------
Suhasini Chandramouli, Apple Inc - Director of Investor Relations    [56]
--------------------------------------------------------------------------------
Thank you, Aaron."
2025-May-01-AAPL.OQ-139206802972-Transcript.txt,412,"May 01, 2025",A replay of today's call will be available for two weeks on Apple Podcasts as a webcast on apple.com/investor and via telephone.
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,433,"January 30, 2025","

LSEG StreetEvents Event Transcript
E D I T E D  V E R S I O N

Q1 2025 Apple Inc Earnings Call
January 30, 2025 / 10:00PM UTC

================================================================================
Corporate Participants
================================================================================

 * Suhasini Chandramouli
   Apple Inc - Investor Relations
 * Timothy Cook
   Apple Inc - Chief Executive Officer, Director
 * Kevan Parekh
   Apple Inc - Senior Vice President, Chief Financial Officer

================================================================================
Conference Call Participants
================================================================================

 * Operator
   
 * Erik Woodring
   Morgan Stanley - Analyst
 * Benjamin Reitzes
   Melius Research - Analyst
 * Michael Ng
   Goldman Sachs - Analyst
 * Amit Daryanani
   Evercore ISI - Analyst
 * Wamsi Mohan
   BofA Global Research - Analyst
 * Samik Chatterjee
   JPMorgan - Analyst
 * David Vogt
   UBS Equities - Analyst
 * Sreekrishnan Sankarnarayanan
   TD Cowen - Analyst
 * Richard Kramer
   Arete Research - Analyst
 * Atif Malik
   Citi - Analyst
 * Benjamin Bollin
   Cleveland Research Company - Analyst

================================================================================
presentation
--------------------------------------------------------------------------------
Suhasini Chandramouli, Apple Inc - Investor Relations    [1]
--------------------------------------------------------------------------------
Good afternoon, and welcome to the Apple Q1 fiscal year 2025 earnings conference call."
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,434,"January 30, 2025","My name is Suhasini Chandramouli, Director of Investor Relations."
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,455,"January 30, 2025","And in the past year, we've seen nearly $100 billion in revenue from our services business."
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,462,"January 30, 2025","And we were excited to recently begin our international expansion with Apple Intelligence now available in Australia, Canada, New Zealand, South Africa, and the UK."
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,470,"January 30, 2025",We're going to keep investing in innovation and in transformative tools that help users in their everyday lives.
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,476,"January 30, 2025","In Mac, revenue was $9 billion for the December quarter, 16% higher year over year, driven by significant excitement around the world for our latest Mac lineup."
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,524,"January 30, 2025","Products revenue was $98 billion, up 2% year over year, driven by growth from iPad and Mac."
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,541,"January 30, 2025","Mac generated $9 billion in revenue, up 16% year over year."
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,559,"January 30, 2025","We remain focused on improving the breadth and quality of our Services offerings, from new games in Apple Arcade to exciting new programming on Fitness+ and the continued expansion of features like Tap to Pay now live in 20 markets."
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,568,"January 30, 2025",We ended the quarter with $141 billion in cash and marketable securities.
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,569,"January 30, 2025","We repaid $1 billion in maturing debt and decreased commercial paper by $8 billion, resulting in $97 billion in total debt."
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,570,"January 30, 2025","Therefore, net cash at the end of the quarter was $45 billion."
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,571,"January 30, 2025","During the quarter, we returned over $30 billion to shareholders."
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,582,"January 30, 2025","We expect OI&E to be around negative $300 million, excluding any potential impact from the mark-to-market of minority investments, and our tax rate to be around 16%."
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,585,"January 30, 2025","================================================================================
q-and-a
--------------------------------------------------------------------------------
Suhasini Chandramouli, Apple Inc - Investor Relations    [1]
--------------------------------------------------------------------------------
Thank you, Kevan."
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,625,"January 30, 2025","And from a CapEx point of view, we've always taken a very prudent and deliberate approach to our expenditure, and we continue to leverage a hybrid model, which I think continues to serve us well."
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,712,"January 30, 2025","So we have, as you know, a very broad Services portfolio."
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,757,"January 30, 2025","And one of the things, as an important reminder, is we've got a very broad services portfolio."
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,760,"January 30, 2025",And so one of the big factors that drive the services gross margins and relative performance of those different businesses within the portfolio.
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,796,"January 30, 2025","Or is it a question of money, i.e., shifting R&D or marketing spend towards AI?"
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,823,"January 30, 2025","--------------------------------------------------------------------------------
Suhasini Chandramouli, Apple Inc - Investor Relations    [52]
--------------------------------------------------------------------------------
Operator, could we please get the last question?"
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,833,"January 30, 2025","--------------------------------------------------------------------------------
Suhasini Chandramouli, Apple Inc - Investor Relations    [56]
--------------------------------------------------------------------------------
All right."
2025-Jan-30-AAPL.OQ-140412367254-Transcript.txt,835,"January 30, 2025",A replay of today's call will be available for two weeks on Apple Podcasts or as a webcast on apple.com/investor and via telephone.
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,856,"AUGUST 01, 2024","

Refinitiv StreetEvents Event Transcript
E D I T E D   V E R S I O N

Q3 2024 Apple Inc Earnings Call
AUGUST 01, 2024 / 9:00PM GMT

================================================================================
Corporate Participants
================================================================================

 * Luca Maestri
   Apple Inc - Chief Financial Officer, Senior Vice President
 * Suhasini Chandramouli
   Apple Inc - Director of Investor Relations
 * Timothy Cook
   Apple Inc - Chief Executive Officer, Director

================================================================================
Conference Call Participiants
================================================================================

 * Krish Sankar
   TD Cowen and Company, LLC - Analyst
 * Atif Malik
   Citigroup Inc. - Analyst
 * Amit Daryanani
   Evercore ISI Institutional Equities - Analyst
 * Samik Chatterjee
   JPMorgan Chase & Co - Analyst
 * Richard Kramer
   Arete Research Services LLP - Analyst
 * Benjamin Reitzes
   Melius Research LLC - Analyst
 * David Vogt
   UBS - Analyst
 * Erik Woodring
   Morgan Stanley Co. LLC - Analyst
 * Michael Ng
   Goldman Sachs & Company, Inc. - Analyst
 * Wamsi Mohan
   BofA Securities Inc - Analyst

================================================================================
Presentation
--------------------------------------------------------------------------------
Suhasini Chandramouli,  Apple Inc - Director of Investor Relations    [1]
--------------------------------------------------------------------------------

          Good afternoon, and welcome to the Apple Q3 fiscal year 2024 earnings conference call."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,857,"AUGUST 01, 2024","My name is Suhasini Chandramouli, Director of Investor Relations."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,872,"AUGUST 01, 2024",Apple intelligence built on years of innovation and investment in AI and machine learning.
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,892,"AUGUST 01, 2024","Mac revenue was $7 billion, up 2% from a year ago."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,927,"AUGUST 01, 2024",It's while we're going to keep investing in the meaningful innovation that enriches the lives of all of our customers.
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,949,"AUGUST 01, 2024","Mac generated $7 billion in revenue, up 2% year over year, driven by the MacBook Air powered by the M3 chip."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,960,"AUGUST 01, 2024","We continue to have great momentum in services as the growth of our installed base of active devices sets a strong foundation for the future expansion of our ecosystem, and we see increased customer engagement with our services offerings, both transacting accounts and paid accounts reaching a new all-time high with paid accounts growing double digits year over year."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,962,"AUGUST 01, 2024","We have well over $1 billion paid subscriptions across the services on our platform, more than double the number that we had only four years ago."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,970,"AUGUST 01, 2024",We ended the quarter with $153 billion in cash and marketable securities.
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,971,"AUGUST 01, 2024","We repaid $4.3 billion in maturing debt and increased commercial paper by $1 billion, leaving us with total debt of $101 billion."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,972,"AUGUST 01, 2024","As a result, net cash was $52 billion at the end of the quarter."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,973,"AUGUST 01, 2024","During the quarter, we returned over $32 billion to shareholders, including $3.9 billion in dividends and equivalents and $26 billion through open market repurchases of $139 million Apple shares."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,982,"AUGUST 01, 2024","We expect OI&E to be around negative $50 million, excluding any potential impact from the mark-to-market or minority investments and our tax rate to be around 16.5%."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,985,"AUGUST 01, 2024","--------------------------------------------------------------------------------
Suhasini Chandramouli,  Apple Inc - Director of Investor Relations    [4]
--------------------------------------------------------------------------------

          Thank you, Luca."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,1034,"AUGUST 01, 2024","--------------------------------------------------------------------------------
Suhasini Chandramouli,  Apple Inc - Director of Investor Relations    [8]
--------------------------------------------------------------------------------

          Thank you, Eric."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,1069,"AUGUST 01, 2024","--------------------------------------------------------------------------------
Suhasini Chandramouli,  Apple Inc - Director of Investor Relations    [15]
--------------------------------------------------------------------------------

          Thank you, Ben."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,1086,"AUGUST 01, 2024","--------------------------------------------------------------------------------
Suhasini Chandramouli,  Apple Inc - Director of Investor Relations    [23]
--------------------------------------------------------------------------------

          Thanks, Mike."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,1122,"AUGUST 01, 2024","--------------------------------------------------------------------------------
Suhasini Chandramouli,  Apple Inc - Director of Investor Relations    [29]
--------------------------------------------------------------------------------

          Thanks, Amit."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,1128,"AUGUST 01, 2024","How should investors think about the monetization models around these partnerships where the CapEx investments are clearly being made by these potential partners, but you're obviously there leveraging your distribution to your very attractive installed base."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,1160,"AUGUST 01, 2024","--------------------------------------------------------------------------------
Suhasini Chandramouli,  Apple Inc - Director of Investor Relations    [36]
--------------------------------------------------------------------------------

          Thanks, Wasmi."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,1194,"AUGUST 01, 2024","--------------------------------------------------------------------------------
Suhasini Chandramouli,  Apple Inc - Director of Investor Relations    [43]
--------------------------------------------------------------------------------

          Thank you, Krish."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,1236,"AUGUST 01, 2024","--------------------------------------------------------------------------------
Suhasini Chandramouli,  Apple Inc - Director of Investor Relations    [50]
--------------------------------------------------------------------------------

          Thank you, David."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,1285,"AUGUST 01, 2024","And so it's important to keep that in mind if you sort of take a step back, however, and look at the business across the trailing 12-months, it's grown -- the wearables, home and accessory business has grown to almost $40 billion, which is double what it was five years ago."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,1287,"AUGUST 01, 2024","--------------------------------------------------------------------------------
Suhasini Chandramouli,  Apple Inc - Director of Investor Relations    [64]
--------------------------------------------------------------------------------

          Thank you, Samik."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,1290,"AUGUST 01, 2024","--------------------------------------------------------------------------------
Richard Kramer,  Arete Research Services LLP - Analyst    [66]
--------------------------------------------------------------------------------

          Thanks very much, Tim you referenced the investment in innovation and your R&D sales ratio reached what I think was a June quarter record even before launching Apple Intelligence."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,1291,"AUGUST 01, 2024",Do you see the rollout of these features requiring further increases in R&D or increases in OpEx or CapEx for cloud compute capacity?
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,1294,"AUGUST 01, 2024","--------------------------------------------------------------------------------
Timothy Cook,  Apple Inc - Chief Executive Officer, Director    [67]
--------------------------------------------------------------------------------

          I Clearly, we have increased R&D over time."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,1295,"AUGUST 01, 2024",We've been investing in AI and ML for years and in addition to investing more and we've also redeployed certain skills onto AI and ML.
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,1298,"AUGUST 01, 2024","On the CapEx part, it's important to remember that we employ a hybrid kind of approach where we do things internally."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,1299,"AUGUST 01, 2024",And we have certain partners that we do business with externally where the CapEx would appear in their respective businesses.
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,1300,"AUGUST 01, 2024","But yes, I mean, you can expect that there's -- we will continue to invest and increase it year-on-year."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,1309,"AUGUST 01, 2024","Of course, an improvement in the top-line helps the margin expansion that we've had over the last several years and several quarters obviously has helped."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,1311,"AUGUST 01, 2024","On the CapEx front as Tim said, we employ a hybrid model."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,1318,"AUGUST 01, 2024",A replay of today's call will be available for two weeks on up Apple Podcast as a webcast on apple.com/investor and via telephone.
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,1336,"AUGUST 01, 2024","IN NO WAY DOES REFINITIV OR THE APPLICABLE COMPANY ASSUME ANY RESPONSIBILITY FOR ANY INVESTMENT OR OTHER
DECISIONS MADE BASED UPON THE INFORMATION PROVIDED ON THIS WEB SITE OR IN
ANY EVENT TRANSCRIPT."
2024-Aug-01-AAPL.OQ-140343799045-Transcript.txt,1337,"AUGUST 01, 2024","USERS ARE ADVISED TO REVIEW THE APPLICABLE COMPANY'S
CONFERENCE CALL ITSELF AND THE APPLICABLE COMPANY'S SEC FILINGS BEFORE
MAKING ANY INVESTMENT OR OTHER DECISIONS."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1341,"OCTOBER 31, 2024","

Refinitiv StreetEvents Event Transcript
E D I T E D   V E R S I O N

Q4 2024 Apple Inc Earnings Call
OCTOBER 31, 2024 / 9:00PM GMT

================================================================================
Corporate Participants
================================================================================

 * Luca Maestri
   Apple Inc - Chief Financial Officer, Senior Vice President
 * Suhasini Chandramouli
   Apple Inc - Director of Investor Relations
 * Timothy Cook
   Apple Inc - Chief Executive Officer, Director

================================================================================
Conference Call Participiants
================================================================================

 * Atif Malik
   Citigroup Inc. - Analyst
 * Amit Daryanani
   Evercore ISI Institutional Equities - Analyst
 * Samik Chatterjee
   JPMorgan Chase & Co - Analyst
 * Richard Kramer
   Arete Research Services LLP - Analyst
 * Benjamin Reitzes
   Melius Research LLC - Analyst
 * David Vogt
   UBS Securities LLC - Analyst
 * Michael Ng
   Goldman Sachs & Company, Inc. - Analyst
 * Erik Woodring
   Morgan Stanley Co. LLC - Analyst
 * Krish Sankar
   TD Cowen and Company, LLC - Analyst
 * Wamsi Mohan
   BofA Securities Inc - Analyst

================================================================================
Presentation
--------------------------------------------------------------------------------
Suhasini Chandramouli,  Apple Inc - Director of Investor Relations    [1]
--------------------------------------------------------------------------------

          Good afternoon, and welcome to the Apple Q4 fiscal year 2024 earnings conference call."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1342,"OCTOBER 31, 2024","My name is Suhasini Chandramouli, Director of Investor Relations."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1351,"OCTOBER 31, 2024","You can find a reconciliation of these measures in our fourth-quarter and full-year 2024 earnings release, which is available on our Investor Relations website."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1380,"OCTOBER 31, 2024","iPad revenue was $7 billion, 8% higher year over year."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1385,"OCTOBER 31, 2024","In wearables home and accessories, revenue was $9 billion, down 3% from a year ago."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1399,"OCTOBER 31, 2024","As I mentioned earlier, services achieved an all-time revenue record of $25 billion, up 12% from a year ago and with all-time revenue records across most of our categories."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1441,"OCTOBER 31, 2024","Products revenue was $70 billion, up 4% year over year driven by growth in iPhone, iPad, and Mac."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1444,"OCTOBER 31, 2024","Services revenue reached an all-time record of $25 billion, up 12% year over year."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1451,"OCTOBER 31, 2024","When we exclude this onetime charge, net income was $25 billion and diluted earnings per share were a $1.64, up 12% year over year and a September quarter record."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1463,"OCTOBER 31, 2024","iPad generated $7 billion in revenue, up 8% year over year."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1468,"OCTOBER 31, 2024","Wearables, home, and accessories revenue was $9 billion, down 3% year over year."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1471,"OCTOBER 31, 2024","Our services revenue reached an all-time record of $25 billion, growing 12% year over year."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1472,"OCTOBER 31, 2024",Services continue to see strong momentum with the growth of our installed base of active devices setting a solid foundation for the future expansion of our ecosystem.
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1485,"OCTOBER 31, 2024",We ended the quarter with $157 billion in cash and marketable securities.
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1486,"OCTOBER 31, 2024","We repaid $2.6 billion in maturing debt and increased commercial paper by $7 billion, leaving us with total debt of $107 billion."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1487,"OCTOBER 31, 2024","As a result, net cash was $50 billion at the end of the quarter."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1488,"OCTOBER 31, 2024","During the quarter, we returned over $29 billion to shareholders, including $3.8 billion in dividends and equivalents and $25 billion through open market repurchases of 112 million Apple shares."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1495,"OCTOBER 31, 2024","We expect OI&E to be around negative $250 million, excluding any potential impact from the mark to market of minority investments, and our tax rate to be around 16%."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1498,"OCTOBER 31, 2024","================================================================================
Questions and Answers
--------------------------------------------------------------------------------
Suhasini Chandramouli,  Apple Inc - Director of Investor Relations    [1]
--------------------------------------------------------------------------------

          Thank you, Luca."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1524,"OCTOBER 31, 2024",Could you just talk a little bit about the CapEx outlook and whether investments and things like Private Cloud Compute could change the historical CapEx range of roughly $10 billion a year.
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1527,"OCTOBER 31, 2024","On the CapEx front, I've mentioned before, a number of times, we have a bit of a hybrid model in the way we run our data centers."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1530,"OCTOBER 31, 2024","So our CapEx numbers may not be fully comparable with others, but obviously, we are rolling out these features, Apple Intelligence features already now."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1532,"OCTOBER 31, 2024",You will see in our 10-K the amount of CapEx that we've incurred during the course of fiscal '24.
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1534,"OCTOBER 31, 2024","And of course, the investments in AI-related CapEx will be made."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1535,"OCTOBER 31, 2024","--------------------------------------------------------------------------------
Suhasini Chandramouli,  Apple Inc - Director of Investor Relations    [7]
--------------------------------------------------------------------------------

          All right."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1580,"OCTOBER 31, 2024","--------------------------------------------------------------------------------
Suhasini Chandramouli,  Apple Inc - Director of Investor Relations    [13]
--------------------------------------------------------------------------------

          Thank you, Erik."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1626,"OCTOBER 31, 2024","--------------------------------------------------------------------------------
Suhasini Chandramouli,  Apple Inc - Director of Investor Relations    [19]
--------------------------------------------------------------------------------

          Thank you, Ben."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1634,"OCTOBER 31, 2024","You're at $100 billion run rate with services today, which is a phenomenal achievement by itself."
2024-Oct-31-AAPL.OQ-140309238402-Transcript.txt,1635,"OCTOBER 31, 2024","As you look at the services portfolio today, can you just talk about how much of this business do you think is reoccurring versus transactional?"
